NAME,DATE,PRCP,TAVG,TMAX,TMIN
"BROOME AIRPORT, AS",08-06-68,0,72,86,58
"BROOME AIRPORT, AS",09-06-68,0,73,85,58
"BROOME AIRPORT, AS",10-06-68,0,76,87,60
"BROOME AIRPORT, AS",11-06-68,0,73,83,65
"BROOME AIRPORT, AS",12-06-68,0,72,82,62
"BROOME AIRPORT, AS",13-06-68,0,73,83,58
"BROOME AIRPORT, AS",14-06-68,0,76,87,62
"BROOME AIRPORT, AS",15-06-68,0,76,85,67
"BROOME AIRPORT, AS",16-06-68,0,75,87,66
"BROOME AIRPORT, AS",17-06-68,0,75,87,63
"BROOME AIRPORT, AS",18-06-68,0,78,87,64
"BROOME AIRPORT, AS",19-06-68,0,76,86,67
"BROOME AIRPORT, AS",20-06-68,0.53,74,79,70
"BROOME AIRPORT, AS",21-06-68,0,74,80,71
"BROOME AIRPORT, AS",22-06-68,0.22,77,84,67
"BROOME AIRPORT, AS",23-06-68,0.74,74,74,71
"BROOME AIRPORT, AS",24-06-68,5,75,81,71
"BROOME AIRPORT, AS",25-06-68,0.36,77,83,73
"BROOME AIRPORT, AS",26-06-68,0.29,74,78,72
"BROOME AIRPORT, AS",27-06-68,1.05,74,77,71
"BROOME AIRPORT, AS",28-06-68,0,76,83,71
"BROOME AIRPORT, AS",29-06-68,0,74,84,66
"BROOME AIRPORT, AS",30-06-68,0,74,81,64
"BROOME AIRPORT, AS",01-07-68,0,69,78,67
"BROOME AIRPORT, AS",02-07-68,0,66,78,54
"BROOME AIRPORT, AS",03-07-68,0,69,76,53
"BROOME AIRPORT, AS",04-07-68,0,70,78,55
"BROOME AIRPORT, AS",05-07-68,0,74,82,61
"BROOME AIRPORT, AS",06-07-68,0,73,80,64
"BROOME AIRPORT, AS",07-07-68,0,77,89,65
"BROOME AIRPORT, AS",08-07-68,0,76,89,66
"BROOME AIRPORT, AS",09-07-68,0,73,82,66
"BROOME AIRPORT, AS",10-07-68,0,74,84,65
"BROOME AIRPORT, AS",11-07-68,0,72,83,63
"BROOME AIRPORT, AS",12-07-68,0.01,64,73,60
"BROOME AIRPORT, AS",13-07-68,0.02,64,75,56
"BROOME AIRPORT, AS",14-07-68,0,65,74,53
"BROOME AIRPORT, AS",15-07-68,0,71,77,57
"BROOME AIRPORT, AS",16-07-68,0,71,76,65
"BROOME AIRPORT, AS",17-07-68,0,71,79,64
"BROOME AIRPORT, AS",18-07-68,0,67,72,62
"BROOME AIRPORT, AS",19-07-68,0.13,67,72,62
"BROOME AIRPORT, AS",20-07-68,0.17,71,78,62
"BROOME AIRPORT, AS",21-07-68,0,71,81,65
"BROOME AIRPORT, AS",22-07-68,0,68,79,60
"BROOME AIRPORT, AS",23-07-68,0,64,78,54
"BROOME AIRPORT, AS",24-07-68,0,63,76,52
"BROOME AIRPORT, AS",25-07-68,0,64,79,48
"BROOME AIRPORT, AS",26-07-68,0,63,81,49
"BROOME AIRPORT, AS",27-07-68,0.01,63,78,47
"BROOME AIRPORT, AS",28-07-68,0,65,78,49
"BROOME AIRPORT, AS",29-07-68,0,67,78,51
"BROOME AIRPORT, AS",30-07-68,0,70,81,56
"BROOME AIRPORT, AS",31-07-68,0,71,83,59
"BROOME AIRPORT, AS",01-08-68,0,69,83,58
"BROOME AIRPORT, AS",02-08-68,0,69,83,53
"BROOME AIRPORT, AS",03-08-68,0,70,84,54
"BROOME AIRPORT, AS",04-08-68,0,71,86,54
"BROOME AIRPORT, AS",05-08-68,0,69,82,58
"BROOME AIRPORT, AS",06-08-68,0,71,82,56
"BROOME AIRPORT, AS",07-08-68,0,68,78,58
"BROOME AIRPORT, AS",08-08-68,0,70,79,55
"BROOME AIRPORT, AS",09-08-68,0,67,78,58
"BROOME AIRPORT, AS",10-08-68,0,67,80,54
"BROOME AIRPORT, AS",11-08-68,0,69,79,53
"BROOME AIRPORT, AS",12-08-68,0,68,80,55
"BROOME AIRPORT, AS",13-08-68,0,67,81,54
"BROOME AIRPORT, AS",14-08-68,0,73,83,56
"BROOME AIRPORT, AS",15-08-68,0,73,86,64
"BROOME AIRPORT, AS",16-08-68,0,73,82,61
"BROOME AIRPORT, AS",17-08-68,0,73,82,65
"BROOME AIRPORT, AS",18-08-68,0,72,80,60
"BROOME AIRPORT, AS",19-08-68,0,74,81,60
"BROOME AIRPORT, AS",20-08-68,0,71,79,64
"BROOME AIRPORT, AS",21-08-68,0,69,83,62
"BROOME AIRPORT, AS",22-08-68,0,71,85,58
"BROOME AIRPORT, AS",23-08-68,0,74,81,59
"BROOME AIRPORT, AS",24-08-68,0,74,83,64
"BROOME AIRPORT, AS",25-08-68,0,76,81,63
"BROOME AIRPORT, AS",26-08-68,0,74,86,69
"BROOME AIRPORT, AS",27-08-68,0,75,80,63
"BROOME AIRPORT, AS",28-08-68,0,74,83,67
"BROOME AIRPORT, AS",29-08-68,0,74,85,62
"BROOME AIRPORT, AS",30-08-68,0,74,88,62
"BROOME AIRPORT, AS",31-08-68,0,76,92,59
"BROOME AIRPORT, AS",01-09-68,0,76,86,60
"BROOME AIRPORT, AS",02-09-68,0,78,94,66
"BROOME AIRPORT, AS",03-09-68,0,76,90,61
"BROOME AIRPORT, AS",04-09-68,0,76,89,62
"BROOME AIRPORT, AS",05-09-68,0,76,87,68
"BROOME AIRPORT, AS",06-09-68,0,76,89,61
"BROOME AIRPORT, AS",07-09-68,0,78,92,64
"BROOME AIRPORT, AS",08-09-68,0,77,90,67
"BROOME AIRPORT, AS",09-09-68,0,78,92,62
"BROOME AIRPORT, AS",10-09-68,0,77,89,64
"BROOME AIRPORT, AS",11-09-68,0,75,81,65
"BROOME AIRPORT, AS",12-09-68,0,77,90,68
"BROOME AIRPORT, AS",13-09-68,0,80,92,60
"BROOME AIRPORT, AS",14-09-68,0,81,92,67
"BROOME AIRPORT, AS",15-09-68,0,80,92,67
"BROOME AIRPORT, AS",16-09-68,0,80,92,69
"BROOME AIRPORT, AS",17-09-68,0,81,97,70
"BROOME AIRPORT, AS",18-09-68,0,78,97,61
"BROOME AIRPORT, AS",19-09-68,0,83,97,59
"BROOME AIRPORT, AS",20-09-68,0,80,93,67
"BROOME AIRPORT, AS",21-09-68,0,78,95,66
"BROOME AIRPORT, AS",22-09-68,0,76,85,60
"BROOME AIRPORT, AS",23-09-68,0.01,74,84,65
"BROOME AIRPORT, AS",24-09-68,0,76,92,65
"BROOME AIRPORT, AS",25-09-68,0,79,95,64
"BROOME AIRPORT, AS",26-09-68,0,76,88,65
"BROOME AIRPORT, AS",27-09-68,0,78,87,65
"BROOME AIRPORT, AS",28-09-68,0,76,85,70
"BROOME AIRPORT, AS",29-09-68,0,80,92,67
"BROOME AIRPORT, AS",30-09-68,0,79,92,67
"BROOME AIRPORT, AS",01-10-68,0,78,93,64
"BROOME AIRPORT, AS",02-10-68,0,78,95,62
"BROOME AIRPORT, AS",03-10-68,0,78,96,62
"BROOME AIRPORT, AS",04-10-68,0,78,88,64
"BROOME AIRPORT, AS",05-10-68,0,76,84,69
"BROOME AIRPORT, AS",06-10-68,0,78,85,67
"BROOME AIRPORT, AS",07-10-68,0,79,90,70
"BROOME AIRPORT, AS",08-10-68,0,78,90,67
"BROOME AIRPORT, AS",09-10-68,0,80,95,69
"BROOME AIRPORT, AS",10-10-68,0,83,96,72
"BROOME AIRPORT, AS",11-10-68,0,81,96,71
"BROOME AIRPORT, AS",12-10-68,0,83,95,72
"BROOME AIRPORT, AS",13-10-68,0,83,98,70
"BROOME AIRPORT, AS",14-10-68,0,84,100,69
"BROOME AIRPORT, AS",15-10-68,0,84,94,74
"BROOME AIRPORT, AS",16-10-68,0,82,92,75
"BROOME AIRPORT, AS",17-10-68,0,81,89,74
"BROOME AIRPORT, AS",18-10-68,0,81,86,75
"BROOME AIRPORT, AS",19-10-68,0,80,86,74
"BROOME AIRPORT, AS",20-10-68,0,80,87,75
"BROOME AIRPORT, AS",21-10-68,0,85,98,74
"BROOME AIRPORT, AS",22-10-68,0,83,99,75
"BROOME AIRPORT, AS",23-10-68,0,84,99,76
"BROOME AIRPORT, AS",24-10-68,0,88,100,75
"BROOME AIRPORT, AS",25-10-68,0,87,99,78
"BROOME AIRPORT, AS",26-10-68,0,85,102,73
"BROOME AIRPORT, AS",27-10-68,0,80,88,72
"BROOME AIRPORT, AS",28-10-68,0,81,90,72
"BROOME AIRPORT, AS",29-10-68,0,82,92,72
"BROOME AIRPORT, AS",30-10-68,0,83,94,71
"BROOME AIRPORT, AS",31-10-68,0,85,95,77
"BROOME AIRPORT, AS",01-11-68,0,88,104,78
"BROOME AIRPORT, AS",02-11-68,0,85,99,76
"BROOME AIRPORT, AS",03-11-68,0,83,99,71
"BROOME AIRPORT, AS",04-11-68,0,83,92,70
"BROOME AIRPORT, AS",05-11-68,0,83,88,72
"BROOME AIRPORT, AS",06-11-68,0,81,87,79
"BROOME AIRPORT, AS",07-11-68,0,81,93,76
"BROOME AIRPORT, AS",08-11-68,0,84,98,71
"BROOME AIRPORT, AS",09-11-68,0,84,93,75
"BROOME AIRPORT, AS",10-11-68,0,83,90,76
"BROOME AIRPORT, AS",11-11-68,0,84,92,76
"BROOME AIRPORT, AS",12-11-68,0,83,89,79
"BROOME AIRPORT, AS",13-11-68,0,83,89,79
"BROOME AIRPORT, AS",14-11-68,0,84,89,79
"BROOME AIRPORT, AS",15-11-68,0,85,93,79
"BROOME AIRPORT, AS",16-11-68,0,89,107,79
"BROOME AIRPORT, AS",17-11-68,0,88,106,76
"BROOME AIRPORT, AS",18-11-68,0,85,90,77
"BROOME AIRPORT, AS",19-11-68,0,85,91,81
"BROOME AIRPORT, AS",20-11-68,0,84,89,81
"BROOME AIRPORT, AS",21-11-68,0,83,89,77
"BROOME AIRPORT, AS",22-11-68,0,84,89,75
"BROOME AIRPORT, AS",23-11-68,0,84,92,79
"BROOME AIRPORT, AS",24-11-68,0,87,106,79
"BROOME AIRPORT, AS",25-11-68,0,87,106,75
"BROOME AIRPORT, AS",26-11-68,0,86,94,76
"BROOME AIRPORT, AS",27-11-68,0,85,91,81
"BROOME AIRPORT, AS",28-11-68,0,85,91,81
"BROOME AIRPORT, AS",29-11-68,0,86,90,78
"BROOME AIRPORT, AS",30-11-68,0,83,91,82
"BROOME AIRPORT, AS",01-12-68,0,85,92,72
"BROOME AIRPORT, AS",02-12-68,0,85,92,76
"BROOME AIRPORT, AS",03-12-68,0,87,101,79
"BROOME AIRPORT, AS",04-12-68,0,88,100,76
"BROOME AIRPORT, AS",05-12-68,0,86,102,74
"BROOME AIRPORT, AS",06-12-68,0,87,103,79
"BROOME AIRPORT, AS",07-12-68,0,83,90,71
"BROOME AIRPORT, AS",08-12-68,0,83,92,71
"BROOME AIRPORT, AS",09-12-68,0,85,93,73
"BROOME AIRPORT, AS",10-12-68,0,85,93,77
"BROOME AIRPORT, AS",11-12-68,0,86,93,81
"BROOME AIRPORT, AS",12-12-68,0.03,87,95,80
"BROOME AIRPORT, AS",13-12-68,0,87,100,78
"BROOME AIRPORT, AS",14-12-68,0,86,93,77
"BROOME AIRPORT, AS",15-12-68,0,86,93,80
"BROOME AIRPORT, AS",16-12-68,0,84,91,80
"BROOME AIRPORT, AS",17-12-68,0,84,95,76
"BROOME AIRPORT, AS",18-12-68,0,86,92,76
"BROOME AIRPORT, AS",19-12-68,0,86,93,81
"BROOME AIRPORT, AS",20-12-68,0,86,92,82
"BROOME AIRPORT, AS",21-12-68,0,87,92,83
"BROOME AIRPORT, AS",22-12-68,0,86,92,83
"BROOME AIRPORT, AS",23-12-68,0,86,92,83
"BROOME AIRPORT, AS",24-12-68,0,84,96,80
"BROOME AIRPORT, AS",25-12-68,0.29,87,101,75
"BROOME AIRPORT, AS",26-12-68,0.15,87,100,76
"BROOME AIRPORT, AS",27-12-68,0,85,92,78
"BROOME AIRPORT, AS",28-12-68,0,84,90,76
"BROOME AIRPORT, AS",29-12-68,0,86,96,74
"BROOME AIRPORT, AS",30-12-68,0,87,96,74
"BROOME AIRPORT, AS",31-12-68,0,87,94,78
"BROOME AIRPORT, AS",01-01-69,0,87,93,83
"BROOME AIRPORT, AS",02-01-69,0,86,93,82
"BROOME AIRPORT, AS",03-01-69,0,85,93,83
"BROOME AIRPORT, AS",04-01-69,0.6,86,92,75
"BROOME AIRPORT, AS",05-01-69,0,86,91,75
"BROOME AIRPORT, AS",06-01-69,0,86,91,83
"BROOME AIRPORT, AS",07-01-69,0,85,92,83
"BROOME AIRPORT, AS",08-01-69,0,84,92,79
"BROOME AIRPORT, AS",09-01-69,0.76,82,90,78
"BROOME AIRPORT, AS",10-01-69,0.96,80,86,74
"BROOME AIRPORT, AS",11-01-69,4.37,83,87,76
"BROOME AIRPORT, AS",12-01-69,0,84,89,81
"BROOME AIRPORT, AS",13-01-69,0,83,88,81
"BROOME AIRPORT, AS",14-01-69,0,84,88,79
"BROOME AIRPORT, AS",15-01-69,0,83,89,81
"BROOME AIRPORT, AS",16-01-69,0,85,91,81
"BROOME AIRPORT, AS",17-01-69,0,85,89,81
"BROOME AIRPORT, AS",18-01-69,0,80,90,83
"BROOME AIRPORT, AS",19-01-69,0.02,85,92,75
"BROOME AIRPORT, AS",20-01-69,0,83,93,81
"BROOME AIRPORT, AS",21-01-69,0.1,88,100,78
"BROOME AIRPORT, AS",22-01-69,0,85,92,82
"BROOME AIRPORT, AS",23-01-69,0,87,93,78
"BROOME AIRPORT, AS",24-01-69,1.08,79,89,72
"BROOME AIRPORT, AS",25-01-69,0.18,85,90,72
"BROOME AIRPORT, AS",26-01-69,0,87,92,83
"BROOME AIRPORT, AS",27-01-69,0,86,97,82
"BROOME AIRPORT, AS",28-01-69,0.54,85,94,73
"BROOME AIRPORT, AS",29-01-69,0,87,93,80
"BROOME AIRPORT, AS",30-01-69,0,88,99,80
"BROOME AIRPORT, AS",31-01-69,0.02,89,97,80
"BROOME AIRPORT, AS",01-02-69,0.02,88,100,82
"BROOME AIRPORT, AS",02-02-69,0,86,97,80
"BROOME AIRPORT, AS",03-02-69,0,84,91,78
"BROOME AIRPORT, AS",04-02-69,0,85,94,81
"BROOME AIRPORT, AS",05-02-69,0,84,94,82
"BROOME AIRPORT, AS",06-02-69,1.2,81,89,74
"BROOME AIRPORT, AS",07-02-69,2.53,85,87,71
"BROOME AIRPORT, AS",08-02-69,0,85,90,82
"BROOME AIRPORT, AS",09-02-69,0,84,89,82
"BROOME AIRPORT, AS",10-02-69,0,85,89,82
"BROOME AIRPORT, AS",11-02-69,0,85,89,82
"BROOME AIRPORT, AS",12-02-69,0,84,89,82
"BROOME AIRPORT, AS",13-02-69,0,81,89,80
"BROOME AIRPORT, AS",14-02-69,0.95,78,86,74
"BROOME AIRPORT, AS",15-02-69,2.46,79,85,74
"BROOME AIRPORT, AS",16-02-69,0.36,80,90,75
"BROOME AIRPORT, AS",17-02-69,0.13,81,88,75
"BROOME AIRPORT, AS",18-02-69,0,82,89,75
"BROOME AIRPORT, AS",19-02-69,0.01,82,89,75
"BROOME AIRPORT, AS",20-02-69,0,83,89,77
"BROOME AIRPORT, AS",21-02-69,0.02,83,90,77
"BROOME AIRPORT, AS",22-02-69,0.32,80,91,76
"BROOME AIRPORT, AS",23-02-69,0,83,87,75
"BROOME AIRPORT, AS",24-02-69,0.1,85,89,78
"BROOME AIRPORT, AS",25-02-69,0,85,92,82
"BROOME AIRPORT, AS",26-02-69,0,86,93,78
"BROOME AIRPORT, AS",27-02-69,0,84,91,79
"BROOME AIRPORT, AS",28-02-69,0,82,90,76
"BROOME AIRPORT, AS",01-03-69,0,85,93,74
"BROOME AIRPORT, AS",02-03-69,0,85,90,78
"BROOME AIRPORT, AS",03-03-69,0.29,80,86,78
"BROOME AIRPORT, AS",04-03-69,0.08,85,93,74
"BROOME AIRPORT, AS",05-03-69,0.63,90,98,72
"BROOME AIRPORT, AS",06-03-69,0,84,90,81
"BROOME AIRPORT, AS",07-03-69,0.08,80,86,76
"BROOME AIRPORT, AS",08-03-69,0.05,83,86,76
"BROOME AIRPORT, AS",09-03-69,0.15,84,89,79
"BROOME AIRPORT, AS",10-03-69,0,85,90,81
"BROOME AIRPORT, AS",11-03-69,0,84,89,80
"BROOME AIRPORT, AS",12-03-69,0,85,89,77
"BROOME AIRPORT, AS",13-03-69,0,85,89,81
"BROOME AIRPORT, AS",14-03-69,0,86,92,81
"BROOME AIRPORT, AS",15-03-69,0,86,95,80
"BROOME AIRPORT, AS",16-03-69,0,84,96,74
"BROOME AIRPORT, AS",17-03-69,0,83,95,74
"BROOME AIRPORT, AS",18-03-69,0,83,94,74
"BROOME AIRPORT, AS",19-03-69,0,82,96,71
"BROOME AIRPORT, AS",20-03-69,0,84,97,65
"BROOME AIRPORT, AS",21-03-69,0,85,99,70
"BROOME AIRPORT, AS",22-03-69,0,84,99,71
"BROOME AIRPORT, AS",23-03-69,0,86,100,72
"BROOME AIRPORT, AS",24-03-69,0.01,84,92,76
"BROOME AIRPORT, AS",25-03-69,0,83,94,74
"BROOME AIRPORT, AS",26-03-69,0,84,95,71
"BROOME AIRPORT, AS",27-03-69,0,85,103,74
"BROOME AIRPORT, AS",28-03-69,0,87,94,74
"BROOME AIRPORT, AS",29-03-69,0,85,92,81
"BROOME AIRPORT, AS",30-03-69,0,83,92,75
"BROOME AIRPORT, AS",31-03-69,0.01,83,100,72
"BROOME AIRPORT, AS",01-04-69,0,81,99,64
"BROOME AIRPORT, AS",02-04-69,0,82,98,57
"BROOME AIRPORT, AS",03-04-69,0,82,92,68
"BROOME AIRPORT, AS",04-04-69,0,82,91,71
"BROOME AIRPORT, AS",05-04-69,0,83,92,71
"BROOME AIRPORT, AS",06-04-69,0,83,98,71
"BROOME AIRPORT, AS",07-04-69,0,82,94,70
"BROOME AIRPORT, AS",08-04-69,0,81,91,71
"BROOME AIRPORT, AS",09-04-69,0,81,93,71
"BROOME AIRPORT, AS",10-04-69,0,83,90,70
"BROOME AIRPORT, AS",11-04-69,0,86,93,74
"BROOME AIRPORT, AS",12-04-69,0,86,98,79
"BROOME AIRPORT, AS",13-04-69,0,84,95,69
"BROOME AIRPORT, AS",14-04-69,0,85,98,72
"BROOME AIRPORT, AS",15-04-69,0,79,95,68
"BROOME AIRPORT, AS",16-04-69,0,78,93,60
"BROOME AIRPORT, AS",17-04-69,0,75,94,59
"BROOME AIRPORT, AS",18-04-69,0,77,94,56
"BROOME AIRPORT, AS",19-04-69,0,75,98,60
"BROOME AIRPORT, AS",20-04-69,0,76,94,56
"BROOME AIRPORT, AS",21-04-69,0,74,91,60
"BROOME AIRPORT, AS",22-04-69,0,75,93,55
"BROOME AIRPORT, AS",23-04-69,0,74,90,59
"BROOME AIRPORT, AS",24-04-69,0,75,94,59
"BROOME AIRPORT, AS",25-04-69,0,76,96,59
"BROOME AIRPORT, AS",26-04-69,0,77,98,58
"BROOME AIRPORT, AS",27-04-69,0,79,98,58
"BROOME AIRPORT, AS",28-04-69,0,81,98,62
"BROOME AIRPORT, AS",29-04-69,0,78,98,66
"BROOME AIRPORT, AS",30-04-69,0,79,96,60
"BROOME AIRPORT, AS",01-05-69,0,81,98,62
"BROOME AIRPORT, AS",02-05-69,0,81,98,68
"BROOME AIRPORT, AS",03-05-69,0,80,98,65
"BROOME AIRPORT, AS",04-05-69,0,79,93,62
"BROOME AIRPORT, AS",05-05-69,0,78,87,70
"BROOME AIRPORT, AS",06-05-69,0,78,93,65
"BROOME AIRPORT, AS",07-05-69,0,79,91,62
"BROOME AIRPORT, AS",08-05-69,0,78,95,69
"BROOME AIRPORT, AS",09-05-69,0,79,95,62
"BROOME AIRPORT, AS",10-05-69,0,77,93,66
"BROOME AIRPORT, AS",11-05-69,0,81,94,63
"BROOME AIRPORT, AS",12-05-69,0,78,92,68
"BROOME AIRPORT, AS",13-05-69,0,78,94,66
"BROOME AIRPORT, AS",14-05-69,0,79,93,68
"BROOME AIRPORT, AS",15-05-69,0,76,90,66
"BROOME AIRPORT, AS",16-05-69,0,78,96,63
"BROOME AIRPORT, AS",17-05-69,0,79,91,64
"BROOME AIRPORT, AS",18-05-69,0,78,89,65
"BROOME AIRPORT, AS",19-05-69,0,78,87,67
"BROOME AIRPORT, AS",20-05-69,0,77,89,69
"BROOME AIRPORT, AS",21-05-69,0,76,95,64
"BROOME AIRPORT, AS",22-05-69,0,79,88,61
"BROOME AIRPORT, AS",23-05-69,0,79,91,65
"BROOME AIRPORT, AS",24-05-69,0,75,89,68
"BROOME AIRPORT, AS",25-05-69,0,79,92,61
"BROOME AIRPORT, AS",26-05-69,0,74,92,54
"BROOME AIRPORT, AS",27-05-69,0,74,84,59
"BROOME AIRPORT, AS",28-05-69,0,75,85,64
"BROOME AIRPORT, AS",29-05-69,0,70,79,69
"BROOME AIRPORT, AS",30-05-69,1.61,65,71,53
"BROOME AIRPORT, AS",31-05-69,0.08,64,69,60
"BROOME AIRPORT, AS",01-06-69,0.02,70,80,60
"BROOME AIRPORT, AS",02-06-69,0,69,80,59
"BROOME AIRPORT, AS",03-06-69,0,68,81,57
"BROOME AIRPORT, AS",04-06-69,0,71,83,57
"BROOME AIRPORT, AS",05-06-69,0,70,81,56
"BROOME AIRPORT, AS",06-06-69,0,69,84,60
"BROOME AIRPORT, AS",07-06-69,0,69,84,56
"BROOME AIRPORT, AS",08-06-69,0,69,82,56
"BROOME AIRPORT, AS",09-06-69,0,70,83,55
"BROOME AIRPORT, AS",10-06-69,0,72,85,56
"BROOME AIRPORT, AS",11-06-69,0,69,81,63
"BROOME AIRPORT, AS",12-06-69,0,70,88,55
"BROOME AIRPORT, AS",13-06-69,0,72,91,56
"BROOME AIRPORT, AS",14-06-69,0,74,85,60
"BROOME AIRPORT, AS",15-06-69,0,72,86,59
"BROOME AIRPORT, AS",16-06-69,0,72,79,60
"BROOME AIRPORT, AS",17-06-69,0,71,83,64
"BROOME AIRPORT, AS",18-06-69,0,67,81,57
"BROOME AIRPORT, AS",19-06-69,0,66,81,51
"BROOME AIRPORT, AS",20-06-69,0,67,85,51
"BROOME AIRPORT, AS",21-06-69,0,67,87,50
"BROOME AIRPORT, AS",22-06-69,0,72,88,51
"BROOME AIRPORT, AS",23-06-69,0,71,83,58
"BROOME AIRPORT, AS",24-06-69,0,69,86,54
"BROOME AIRPORT, AS",25-06-69,0,66,82,54
"BROOME AIRPORT, AS",26-06-69,0,68,85,52
"BROOME AIRPORT, AS",27-06-69,0,66,86,54
"BROOME AIRPORT, AS",28-06-69,0,69,86,47
"BROOME AIRPORT, AS",29-06-69,0,67,85,55
"BROOME AIRPORT, AS",30-06-69,0,66,83,50
"BROOME AIRPORT, AS",01-07-69,0,69,89,51
"BROOME AIRPORT, AS",02-07-69,0,71,85,54
"BROOME AIRPORT, AS",03-07-69,0,77,87,58
"BROOME AIRPORT, AS",04-07-69,0,70,79,63
"BROOME AIRPORT, AS",05-07-69,0,72,81,58
"BROOME AIRPORT, AS",06-07-69,0,75,87,63
"BROOME AIRPORT, AS",07-07-69,0,69,83,67
"BROOME AIRPORT, AS",08-07-69,0,66,80,57
"BROOME AIRPORT, AS",09-07-69,0,66,83,50
"BROOME AIRPORT, AS",10-07-69,0,68,83,49
"BROOME AIRPORT, AS",11-07-69,0,70,84,53
"BROOME AIRPORT, AS",12-07-69,0,74,89,62
"BROOME AIRPORT, AS",13-07-69,0,75,90,59
"BROOME AIRPORT, AS",14-07-69,0,76,91,62
"BROOME AIRPORT, AS",15-07-69,0,76,89,60
"BROOME AIRPORT, AS",16-07-69,0,78,90,63
"BROOME AIRPORT, AS",17-07-69,0,74,88,68
"BROOME AIRPORT, AS",18-07-69,0,72,88,60
"BROOME AIRPORT, AS",19-07-69,0,71,88,55
"BROOME AIRPORT, AS",20-07-69,0,77,91,55
"BROOME AIRPORT, AS",21-07-69,0,68,79,53
"BROOME AIRPORT, AS",22-07-69,0,65,77,54
"BROOME AIRPORT, AS",23-07-69,0,64,81,49
"BROOME AIRPORT, AS",24-07-69,0,65,82,47
"BROOME AIRPORT, AS",25-07-69,0,66,85,47
"BROOME AIRPORT, AS",26-07-69,0,67,87,46
"BROOME AIRPORT, AS",27-07-69,0,68,87,49
"BROOME AIRPORT, AS",28-07-69,0,66,87,50
"BROOME AIRPORT, AS",29-07-69,0,67,88,45
"BROOME AIRPORT, AS",30-07-69,0,69,91,47
"BROOME AIRPORT, AS",31-07-69,0,71,90,46
"BROOME AIRPORT, AS",01-08-69,0,73,90,51
"BROOME AIRPORT, AS",02-08-69,0,70,90,51
"BROOME AIRPORT, AS",03-08-69,0,70,90,50
"BROOME AIRPORT, AS",04-08-69,0,70,90,52
"BROOME AIRPORT, AS",05-08-69,0,70,88,50
"BROOME AIRPORT, AS",06-08-69,0.02,71,83,57
"BROOME AIRPORT, AS",07-08-69,0,64,76,51
"BROOME AIRPORT, AS",08-08-69,0,70,85,55
"BROOME AIRPORT, AS",09-08-69,0,72,88,56
"BROOME AIRPORT, AS",10-08-69,0,68,86,56
"BROOME AIRPORT, AS",11-08-69,0,68,84,49
"BROOME AIRPORT, AS",12-08-69,0,74,87,49
"BROOME AIRPORT, AS",13-08-69,0,77,91,60
"BROOME AIRPORT, AS",14-08-69,0,79,96,65
"BROOME AIRPORT, AS",15-08-69,0,77,92,62
"BROOME AIRPORT, AS",16-08-69,0,71,85,60
"BROOME AIRPORT, AS",17-08-69,0,72,89,55
"BROOME AIRPORT, AS",18-08-69,0,70,88,58
"BROOME AIRPORT, AS",19-08-69,0,70,89,52
"BROOME AIRPORT, AS",20-08-69,0,71,89,51
"BROOME AIRPORT, AS",21-08-69,0,71,91,50
"BROOME AIRPORT, AS",22-08-69,0,71,92,51
"BROOME AIRPORT, AS",23-08-69,0,71,94,52
"BROOME AIRPORT, AS",24-08-69,0,72,94,51
"BROOME AIRPORT, AS",25-08-69,0,72,94,49
"BROOME AIRPORT, AS",26-08-69,0,71,88,49
"BROOME AIRPORT, AS",27-08-69,0.02,71,80,56
"BROOME AIRPORT, AS",28-08-69,0.02,70,81,61
"BROOME AIRPORT, AS",29-08-69,0,71,81,61
"BROOME AIRPORT, AS",30-08-69,0,73,80,60
"BROOME AIRPORT, AS",31-08-69,0,71,80,67
"BROOME AIRPORT, AS",01-09-69,0,72,80,62
"BROOME AIRPORT, AS",02-09-69,0,73,81,61
"BROOME AIRPORT, AS",03-09-69,0,73,81,66
"BROOME AIRPORT, AS",04-09-69,0,74,81,65
"BROOME AIRPORT, AS",05-09-69,0,76,82,63
"BROOME AIRPORT, AS",06-09-69,0,80,93,57
"BROOME AIRPORT, AS",07-09-69,0,76,89,66
"BROOME AIRPORT, AS",08-09-69,0,76,91,61
"BROOME AIRPORT, AS",09-09-69,0,77,91,60
"BROOME AIRPORT, AS",10-09-69,0,76,86,68
"BROOME AIRPORT, AS",11-09-69,0,75,88,66
"BROOME AIRPORT, AS",12-09-69,0,75,82,62
"BROOME AIRPORT, AS",13-09-69,0,75,84,69
"BROOME AIRPORT, AS",14-09-69,0,77,91,63
"BROOME AIRPORT, AS",15-09-69,0,77,91,60
"BROOME AIRPORT, AS",16-09-69,0,78,92,59
"BROOME AIRPORT, AS",17-09-69,0,78,95,61
"BROOME AIRPORT, AS",18-09-69,0,78,96,64
"BROOME AIRPORT, AS",19-09-69,0,77,93,62
"BROOME AIRPORT, AS",20-09-69,0,81,95,66
"BROOME AIRPORT, AS",21-09-69,0,74,89,67
"BROOME AIRPORT, AS",22-09-69,0,78,92,53
"BROOME AIRPORT, AS",23-09-69,0,74,92,63
"BROOME AIRPORT, AS",24-09-69,0,74,93,56
"BROOME AIRPORT, AS",25-09-69,0,74,95,54
"BROOME AIRPORT, AS",26-09-69,0,72,95,53
"BROOME AIRPORT, AS",27-09-69,0,74,97,52
"BROOME AIRPORT, AS",28-09-69,0,77,99,54
